ImageID,Labels,Caption
2463.jpg,8 1 3,a dude that has a banana sticking out of his but
15698.jpg,1 15,A baseball player swings and misses and the catcher is ready to catch the ball.
23075.jpg,1,A batter is standing on a baseball diamond
25939.jpg,1 6,A red double decker bus driving down a street.
20588.jpg,6,The giraffe is standing in the barren field alone.
20046.jpg,1 18,A dog is dressed in a shirt and jeans.
13584.jpg,1,a small boy is laying on the ground with his skateboard
15920.jpg,18,a view of someones living room well lit
19505.jpg,1,Decorated umbrellas made by people with writing on
22405.jpg,1,a baby and man sitting at a wood table with four doughnuts
28919.jpg,3 14,a double parking meter sitting by the road
17849.jpg,16 1 18,A small dog riding in a soft dog carrier.
23037.jpg,1 4,A escort of flag bearing motorcycles rides in formation.
22850.jpg,1,A woman standing between two cows on a field.
12373.jpg,1 7,Children waiting for the amusement park train to arrive so they can take a ride.
10881.jpg,5,A small plane sitting on top of an airport tarmac.
12627.jpg,3,A couple of giraffe standing in the middle of a road.
9074.jpg,1,A baseball player swinging a baseball bat during a baseball game.
21982.jpg,1,A couple of giraffe standing next to each other.
25380.jpg,1 18,A man kneeling down next to a big black dog.
20594.jpg,1,A surfer falling off her board into the surf
8356.jpg,1 2,A man riding a skateboard under a bridge.
1741.jpg,1,A person's hand holding a half a sandwich.
26787.jpg,1 15,A man walking past a wooden bench near a building.
16720.jpg,10 1 2 3,Several people walk on a crosswalk on a city street.
4950.jpg,1,A woman in glasses holding an orange umbrella.
17262.jpg,9 1 15,A woman sitting on a bench that is facing the ocean.
3023.jpg,18,A small brown dog laying on the couch.
2583.jpg,1,A girl holding a baseball bat on a beach.
15101.jpg,16 1,A man standing on a pier next to a flock of birds.
20167.jpg,1 2 3,A group of cyclists are riding their bikes in a race.
13099.jpg,7,A train with a yellow front goes through the woods.
4851.jpg,1 9,A smiling girl stands near a tree smiling and holding a yellow Frisbee.
27760.jpg,7,A train is moving along a track surrounded by palm trees.
20118.jpg,3 13 6,a double decker bus going down the road by a blue car
23189.jpg,1,A baseball pitcher who is about to throw the ball.
13502.jpg,1,A young boy is herding cattle down a dirt road.
19721.jpg,2,a bike parked near a door of a building
11075.jpg,1 18,a woman is sitting in a chair with a dog
1723.jpg,1,The female surfer skillfully manuevers along a wave.
23035.jpg,1 19,a horse and buggy that has a guy on it
346.jpg,1,A tray topped with bowls of different kinds of food.
28790.jpg,1 15,A baseball player swinging a baseball bat at a baseball ball.
14074.jpg,3,An elephant mama and its baby walking down a bitumen road
7295.jpg,1 15,Two people who are on a tennis court playing against each other.
26036.jpg,1 19,A horse rider performs a show in front of a crowd.
6837.jpg,1 7,Two Asian men sitting on a train next to one another and holding briefcase bags on their laps.
12716.jpg,1,A group of people in the snow on skis.
16416.jpg,1 3,A woman with a cup of coffee and a donut smiling.
8911.jpg,3 7,A train carrying chemical tanks traveling over a rail bridge.
7034.jpg,17 15,A grey and white cat sleeping on a wooden bench.
26188.jpg,1,A person holding two books and wearing a jean jacket.
21843.jpg,1,People wait in line for lemonade and food.
8847.jpg,17,A cat sitting next to boxes of produce sitting in front of a store.
3050.jpg,1,a man and a woman excited over a box of donuts
16092.jpg,1,A girl with short hair laying on her back topless next to a teddy bear.
20890.jpg,1,A woman gets prepared to hit a tennis ba
28047.jpg,1 7,A train is traveling down the tracks near the water.
14465.jpg,2 15,A large group of luggage sitting near a yellow object.
14217.jpg,1,A group of young men standing next to each other in uniform.
21406.jpg,1,Two individuals riding the skis through the slopes.
6033.jpg,1,Older man and woman cutting a two tier cake next to a window.
9621.jpg,1 10 6 15,A green double decker bus at a bus stop.
2724.jpg,1 15,A woman and man shitting at a table eating food.
17365.jpg,17,A cat sitting in a sink beside a cup with a toothbrush in it.
26167.jpg,1 3 6 8 10,A red traffic light with people crossing the street.
21377.jpg,1,A guy is riding a skateboard in a skate park.
22598.jpg,1 19,Two people are riding on an old style horse and carriage.
4738.jpg,1,A man cutting  cake with lit candles sticking out of it.
4833.jpg,1 3 4 10 18,A man and a dog on a motorcycle.
9827.jpg,1 7,A train is pulled up to a terminal next to an escalator.
26910.jpg,1 4,A man riding a dirt bike on top of a race tracks.
11022.jpg,8 3 7,A train that is on its rails in the snow.
9116.jpg,1 15,A lady with boots stands next to the sea with a toothbrush in her mouth
14761.jpg,1,A couple of kids riding skis on top of snow covered ground.
19541.jpg,1,The person is using the umbrella in the rain.
16920.jpg,9,Several boats are beached on a white beach.
21374.jpg,1 3 5,An airplane is parked outside on a concrete area.
2171.jpg,5,A jet sitting on top of a runway.
25145.jpg,1 11,A black and white fire hydrant sitting on the side of a road.
19017.jpg,1,A group of people eating pizza from a box on the table.
4659.jpg,1,A young baseball player wearing burgundy and white swinging a baseball bat.
17119.jpg,1,She is trying to pick up or hold the young child.
13789.jpg,1 2,Several bicycles pulling trailers with an ice chest and a blender in a park.
29418.jpg,1,A man is reaching to hit a tennis ball on a court.
1994.jpg,8 1 3 6,A double decker bus parked at a bus stop in the city of London.
8154.jpg,8 10 3 6,a trailer home on the back of a truck being transported
19280.jpg,8 1 3 5,A small pink airplane on a grassy field.
3498.jpg,1,an arm reaching over hot dogs on a table
485.jpg,1,A man kneeling down on a grass field.
18655.jpg,3 11,A water hydrant on the pavements and cars in the background
5027.jpg,1,Messy apartment in the middle of packing for travel.
9264.jpg,1,A boy in a bathing suit looking at a cell phone.
19397.jpg,1 2 3 15,THERE IS A MAN THAT IS RIDING ON A BIE IN THE STREET
5253.jpg,1 10,there is a man wearing a tie and standing on a dock
7586.jpg,1,A man swinging a tennis racquet on a court.
3566.jpg,1,a couple of people that are staring at doughnuts
8673.jpg,1 15,A woman holding utensils near a box of doughnuts
28196.jpg,1,Military personnel enjoying celebration in large enclosed room.
27206.jpg,1 4,A person rides a dirt bike as it lands.
14648.jpg,10 7,two trains passing each other on train tracks
19085.jpg,2 11,A yellow and blue fire hydrant outside of a brick building
19593.jpg,8 1,A woman walks on the street as a bright blue truck passes.
20777.jpg,19,A couple of farm animals standing in the grass behind a stone wall.
29864.jpg,15,There us an image off the snow coveted mountains
6907.jpg,8 1 4,A group of men riding on the back of motorcycles.
28079.jpg,1 15,A man swinging a baseball bat on top of a field.
20907.jpg,8 1 11,A rusty yellow fire hydrant next to a fire truck in front of a fire station.
26722.jpg,19,A horse on a ranch with lots of grass.
6030.jpg,1 9,A dock filled with boats in a lake during a sunset
28589.jpg,1,A skiier skis down a mountain with trails from other skiiers nearby.
11905.jpg,17,A cat laying on the floor in what appears to be a home office
12968.jpg,1 2 15,A man and a woman sitting on two city benches.
19034.jpg,16 1,At the beach a person has their arm raised and a bird is flying.
20861.jpg,1,A woman and a man flying a kite against a city background.
17649.jpg,3 11,"A red and white fire hydrant sits on the corner across from a large, Victorian building."
12316.jpg,16,The birds are perched on the branches of the tree
5577.jpg,9 13,there is a stop sign that is attached to a fence
24796.jpg,1,A man laying in bed with some bandages on his hands.
27741.jpg,1,Man man setting up a network inside a business.
2649.jpg,1 6,A red double decker bus  stopping at a bus stop.
22501.jpg,1 2,A man walking down a walkway with a bag of luggage.
9843.jpg,9 5,An airplane flying over the ocean with a bunch of boats floating in it.
16690.jpg,19,A horse that is trying to get up from the grass
2579.jpg,1 3,A young child at bat during a baseball game.
8972.jpg,8 1 3,two people moving a crate from the back of a truck.
15242.jpg,1,A happy man eats from a plastic cup in the kitchen
19743.jpg,1 3,A person riding on a skateboard in a paved area.
13467.jpg,1,A young woman is sitting at a table in a library and is using a laptop.
28517.jpg,7,A pink and silver train passing under a walkway.
5800.jpg,1,A woman in white shirt talking on cellphone next to a wall.
11700.jpg,1,A person on a grass field with a Frisbee.
10507.jpg,18,A black dog laying on a bed staring into the camera.
2805.jpg,1 6,A yellow and blue bus driving down a city street.
26854.jpg,1 19,A group of police officers riding horses down a dirt road.
28184.jpg,8 1 3,A man that is standing with a slice of pizza.
291.jpg,16,White bird perched on a window looking inside.
28728.jpg,1 3,A man goes through oranges in crates at an outdoor market.
29120.jpg,1 2 3,A guy playing Frisbee in a park on the grass.
17134.jpg,1 6 15,Two women wearing sunglasses sit at a table with a red bus in the background.
24722.jpg,1 3,Six people sitting at a picnic table about to eat.
14215.jpg,8 1 3,A very cute smiling girl with a skate board.
14628.jpg,10 2,An intersection with street signs and traffic lights and someone riding on a bicycle.
14978.jpg,1,a baseball player is pitching a ball at a game
9382.jpg,1 3 15,a guy in a yellow uniform hitting a baseball
21672.jpg,1,A packed piece of luggage that is on the ground.
23281.jpg,1,a kid sitting on a chair while eating a banana
17922.jpg,17,A cat that is laying on a bed.
4513.jpg,1 15,A person standing on a tennis court holding a racquet.
10822.jpg,3,A large street sign stands near a large brick house.
2949.jpg,1 3 6,A yellow and blue bus driving down a city street.
1765.jpg,1 15,A very pretty young girl reading on a bench.
5659.jpg,1 3 4,a man and women sitting on a motorcycle with an American flag on the back
6479.jpg,1 15,A wooden cutting board topped with a cut in half sandwich.
6068.jpg,1 4,A crowd of people holding umbrellas sitting in front of a tall building.
25027.jpg,1,A man stands on his surfboard while riding a wave
18179.jpg,1,Pedestrians walk past a billboard and a wall covered with graffiti.
3885.jpg,19 1 3,Two white horses wearing headdress pulling a carriage.
4699.jpg,17,A computer desk with a cat standing on top of it next to a monitor.
26028.jpg,9 1,Boats cruising in a river with one boat named Godzilla.
14231.jpg,1,a baseball player holding a bat on the field
20626.jpg,1,A set of three pictures of bananas a man standing in a yard and a man climbing a fence.
13884.jpg,19,A brown horse standing next to a black horse.
9184.jpg,1 18 4,A dog is standing on a small toy motorcycle
12597.jpg,1,A girl sitting at a dining table with a birthday cake in front of her.
12345.jpg,9 1,A man is making waves while surf skiing.
14523.jpg,5,A plane that is sitting on a tarmac.
10064.jpg,1,A man flying through the air while riding a skateboard.
20952.jpg,5,Seven airplanes have smoke trailing from the back as they fly upwards.
14913.jpg,8 1,A table topped with lots of fresh produce next to another table with even more produce.
19569.jpg,8 1,a truck with a lot of stuff in the back
28116.jpg,5,A fighter jet in the air with its wheels out.
9694.jpg,15,A bench in the sand overlooking the water.
21317.jpg,1 19,A person riding a brown horse through a green field.
5140.jpg,4 13,A motorcycle is parked on a street corner in front of street signs.
4891.jpg,1,A luggage cart is overloaded with luggage at an airport.
4186.jpg,8 10 3,The white car is traveling through the deserted intersection.
16118.jpg,1,A person posing for a picture while skiing.
27970.jpg,1 6,A large triple decker bus parked next to a field.
19679.jpg,15,A large clock towers made mostly made out bricks.
13472.jpg,8 5,a couple of large airplanes that are parked in a parking lot
9669.jpg,8 1,A heavy set young man prepares to bat in a game of stick ball.
4789.jpg,1,A guy zooms down a snowy hill on his snowboard.
741.jpg,1,Several people grouped around an elephant that is behind a fence.
2797.jpg,1,Person walking away in the snow with an umbrella up to shield them.
6658.jpg,1,A child wearing a helmet and holding a baseball bat.
9899.jpg,1 2 3 4 6,A bus on a street with cars and bicyclists.
2549.jpg,18,THERE IS A DOG THAT IS LYING ON THE GROUND
26975.jpg,15,A swing hanging by chains in the woods.
24565.jpg,1,A couple flying a kite on the beach.
11698.jpg,1,Two women cooking food in pots in a kitchen.
9364.jpg,1,a table that has a big blue and white cake on it
5226.jpg,16 17,A cat is looking out the window at a bird in the yard.
25255.jpg,1,A man is cross country skiing on a ski mountain.
6893.jpg,1,A man holding a small disk in a field of grass
19158.jpg,1,A man wearing a mask and holding a hammer looks into a refrigerator.
7758.jpg,3,A downstairs living room with a potted plant is pictured.
2496.jpg,1,the woman is standing in front of the mirror taking a picture
20471.jpg,1,The skateboarder is laying on his back with his board on his feet.
11248.jpg,1,a couple of kids are riding on surfboards
13133.jpg,1 2 3 6 8 10,A city scene with traffic and a pedestrian on the sidewalk.
19102.jpg,8 1 5,A large jet blue jet sitting on top of a tarmac.
14097.jpg,1 3 6,A woman looking at her cell phone with a double decker bus in the background.
26135.jpg,1,A group of guys playing guitars on a video game
10340.jpg,16,A blue lagoon surrounded by a forest of green trees.
21673.jpg,1,Two men standing on prosthetic legs playing golf.
3106.jpg,16 1,Elephants walking around their habitat next to a man made lake.
24332.jpg,1 2 3 7,A train speeding past three bikers on the road
6429.jpg,16,A clock on the side of a building among other buildings.
1827.jpg,1 7,A woman is waiting for a train on the station platform.
26751.jpg,8,An orange dump truck parked in a yard
640.jpg,1,A man swinging a tennis racket on a court.
17004.jpg,1,Two identical photographs of a woman playing tennis.
11813.jpg,1,A man riding on top of a surfboard in a body of water.
21898.jpg,1,Many people are skiing and standing on the snow.
25779.jpg,1 2 5,A group of poeple hanging out in a field in front of a jetliner.
24341.jpg,1,A surfer walks down the beach with his surf board.
28977.jpg,16 15,A bird drinking from a cup on top of a table.
23778.jpg,1,Three people are riding on an elephant next to vegetation.
23079.jpg,1 3,Two young men are texting on their cell phones.
13968.jpg,1,A man riding skis on top of a snow covered slope.
953.jpg,18 19,A horse looking over a fence at a dog.
10371.jpg,1,Two adults participating in frisbee football with numerous spectators watching.
4634.jpg,1,a girl in the park catching a Frisbee
2029.jpg,1,A man who is holding the string to some kites.
19203.jpg,1 15,A pier with wooden benches and a man sitting.
13025.jpg,11,A green fire hydrant sitting on top of a sidewalk.
23231.jpg,8 1 3,A red truck parked on top of a grass field.
3049.jpg,1,this is two men washing their surf boars
17429.jpg,1,Men on a beach one walking with surf board.
27000.jpg,1 10 4,The street is lined up and down with motorcycles.
21186.jpg,1 3,This woman is standing in the rain with a red umbrella.
17659.jpg,1 3 6,A city bus is moving along a snowy street.
5069.jpg,1 7,A person walking by looks at a trolley with graffiti on it.
23921.jpg,1,A toddler plays with the cake toppings as the mother begins to cut a slice.
2310.jpg,1,A young boy eating at a counter with a blender and some ingredients nearby.
10228.jpg,1,A female zookeeper leading a zebra on a red and black leash.
14432.jpg,1 19,Two people that are riding horses while people watch.
16921.jpg,3,A room is filled with sunshine and furniture.
25248.jpg,1,People are outside flying kites in the sun.
29703.jpg,8 5,Two propeller airplanes sitting on an airport runway.
5287.jpg,1,Woman rolling suitcase in the forest on dirt trail
11394.jpg,8 1 16,A blue cow statue with bats painted on the side of it.
26904.jpg,1,A woman standing next to a bar filled with bottles.
25110.jpg,1,A baseball player holding a bat over home plate.
18882.jpg,16,A bird standing inside of a bird bath next to a tree.
1202.jpg,13,A red stop sign hanging from a metal pole.
15208.jpg,1,"A man dressed in a skirt of ties, carrying a pink parasol walking in a parade."
480.jpg,16,Two white geese standing in the grass next to a pond.
29907.jpg,1,A powder room is separate from a toilet and shower area for needed privacy.
15218.jpg,5,A small plane flies against a background of clouds.
24221.jpg,1,"The armed soldier stands in a field, surrounded by sheep."
12262.jpg,11,A red fire hydrant with a black and white background
14982.jpg,10 3,Cars drive down a highway during the day.
28513.jpg,4 13,A group of parked motorcycles sitting on top of a parking lot.
26598.jpg,1 15,A baseball player pitching a ball on a field.
1322.jpg,11 1 3 4,A red fire hydrant in the grass near a building.
13308.jpg,17 1,A woman holding a cat in her hand standing in front of a picture.
12800.jpg,3 1 11,A man and woman standing near a fire hydrant.
29267.jpg,1,Man on side of street with umbrella raised from rain
10970.jpg,1,A little girl holding a teddy bear in front of  four slices of chocolate cake.
21243.jpg,1,A young man laying on top of a white toilet seat near a sink.
26926.jpg,3 1 11,A man in a suit holding a skateboard is waiting to cross.
19753.jpg,17,A black and white cat standing on a table next to flowers.
10423.jpg,1,A woman is points in her basket ball clothes on a court while she dribbles  a ball.
5679.jpg,1,A woman sits in a restaurant while eating.
6889.jpg,1,A man hitting a tennis ball with racket
21923.jpg,1 5,a blue and white single man airplane emitting smoke as it flies
12296.jpg,17,This is a living room with a couch and television.
13638.jpg,1,A man riding skis off the side of a ramp in the snow.
12418.jpg,9,A miniature sailboat that is in a body of water.
12429.jpg,1,The little boy is laying on a bench in the bathroom.
27661.jpg,18,a black dog on a red rug and a purple and blue chair
17236.jpg,17 2,A messy office desk with a cat laying next to the keyboard.
14237.jpg,8 1,a child in a booster eating food
927.jpg,1,A person holds a bunch of under ripe bananas
8058.jpg,8 1 3 5,A group of people standing behind a large airplane.
18417.jpg,1,A family sits at a table together enjoying each other's company
27383.jpg,1 15,m man is sitting with his feet up on his luggage
6721.jpg,1 2 3 6 8,some men pushing a truck out of a ditch
15814.jpg,8 1 5,Large jet airplane parked at an ocean-side airport.
7162.jpg,1,An elephant wearing a harness pulling a cart or wagon.
24248.jpg,17,a cat playing with a potted plant in front of a window
10190.jpg,1,Skiers going down a gradual slope on a sunny day.
26555.jpg,1,Young woman in white dress brushing teeth over bathroom sink.
10723.jpg,1,A large number of men are participating in a cross country ski event.
11791.jpg,1,A person that is surfing in the ocean by a wave.
20871.jpg,1,this is a man standing in a lobby
9562.jpg,1 3,Man reaching for flying red disc in open area of park.
21130.jpg,16,different kinds of birds on a body of water
26597.jpg,1,A man using a laptop computer on top of a wooden table.
25360.jpg,1,A guy in a pizza place gives a thumbs up.
15060.jpg,1,Two elephants in dirt field next to a wire fence.
15810.jpg,1,Picture of a person on the ground on her phone.
14773.jpg,16,Many birds eating food from plates on a wooden table.
21447.jpg,1,A man holding a tennis racquet while running across a tennis court.
11625.jpg,1,A man talking on a cell phone while wearing a hipster hat.
2221.jpg,1 10 7,There is a blue train coming down the tracks.
21448.jpg,16,A colorful bird is sitting on a small branch.
9125.jpg,1 3 6 8 10,A tour bus is riding down the street with people
28334.jpg,18 3,There are two adult dogs in the back of an SUV.
21311.jpg,1 9,A group of people enjoying a day on the beach.
11030.jpg,1,a man wearing a hat doing a skateboard trick
22954.jpg,1 18 3 13,Pedestrians walking down a city street in a winter scene.
12725.jpg,1,A man on skis with a stick in the snow.
12441.jpg,1,Black and white photograph of woman brushing teeth with man taking picture.
13116.jpg,1,A little boy holding two Chinese umbrellas in the house.
12083.jpg,1,a close up of a plate of food with fruits
13714.jpg,1,A man wearing a hat flying a kite on the beach.
512.jpg,10 7,A train rests beneath a network of wires.
14029.jpg,8 1 3,The two trucks are on sale and are being displayed for the potential buyers
19077.jpg,1,A man holding a sandwich in his hands over a plate.
7913.jpg,1,A man is catching a frisbee in a grassy field.
16874.jpg,17,The grey and white cat lies on a bed near the pillow.
11179.jpg,7,a blue train sits parked on some train tracks
7342.jpg,1,A woman water skiing behind a boat on a lake.
25169.jpg,1,A snowboarder among a crowd on a snowy slope.
18250.jpg,1 5,A group of pilots posing in front of a fighter jet.
28631.jpg,1 3 9,A group of people standing on top of a lush green field.
27757.jpg,1,A table topped with plates and dishes filled with food.
1456.jpg,1 15,A baseball player holding a catchers mitt in the dirt.
19540.jpg,1 7,Few people walk on the platform near a train.
26440.jpg,1,A group of people on a side street with umbrellas and awnings.
17857.jpg,1,Two ladies sitting down and working on something.
8394.jpg,1 7,Train station with yellow and black engines and people walking around.
24464.jpg,1,Guy with black rimmed glasses taking a selfie while talking on cellphone
12423.jpg,1,The two young woman are standing together o the side of the road with their suitcases.
12029.jpg,8 3,A large food truck parked next to a curb.
27704.jpg,1,A man that is in the dirt with a bat.
13463.jpg,3 5,Four jets in formation in cloudy sky above grassy field
20607.jpg,1,A red living room filled with furniture and a flat screen TV.
17682.jpg,17 1,the grey cat is sitting on the sofa  watching tv
29028.jpg,1,A young man holding a small yellow frisbee and a drink.
4058.jpg,18,A black dog playing with a piece of clothing
6288.jpg,19 1 3,A horse drawn carriage traveling down a crowded street.
4254.jpg,18 1 10 3,A brick road with a yellow traffic light in between two buildings.
3780.jpg,1,A woman sitting at a table with two cakes.
16903.jpg,3 7,A red train traveling past a small town under lush green hills.
28537.jpg,1 15,Men are playing a doubles tennis match as people watch.
25616.jpg,1,A man sitting next to a Wii machine with a Wii controller in his hand.
6880.jpg,1,A man holding a racket playing tennis at the court
7287.jpg,1 6,a double deckered bus on a city streed
15674.jpg,1,Two tennis players are holding rackets and looking at a cell phone.
9914.jpg,19,Horses are in field near a valley.
16341.jpg,17,A cat laying down behind a computer keyboard.
9009.jpg,1,Couple posing for the camera in an old photo
15421.jpg,1,A man is holding a bat in the air as a ball is coming towards him
2955.jpg,1,a man is show taking a pic of a woman in a mirror
12799.jpg,8 1 3 6,a red double decker bus a regular bus and a tow truck
9367.jpg,1 18,A group of people that are standing in the sand at the beach.
12285.jpg,1,glass table with sandwich desert and coffee drink.
22879.jpg,3 1 2 11,A fire hydrant on the side of the street.
5565.jpg,1,A young man carrying a surfboard next to the ocean.
6127.jpg,8 1,A man looking at a truck parked near a barn
11767.jpg,1,A woman in a white bikini on top of a surfboard.
230.jpg,1,Two children lie in bed under a blanket.
25199.jpg,1,A woman poses for a picture with a giant slice of pizza.
6259.jpg,1 6 7,There is a person looking out a small open window on the bus.
14504.jpg,1,A man standing next to a baby elephant on top of a river.
22258.jpg,1,two ladies holding an umbrella covering themselves with others
3778.jpg,8 1 10 11,A person that is looking at something down the street.
9688.jpg,1 6,A group of people standing on the outside of a bus.
14242.jpg,1,The man is brushing his teeth with a tooth brush
2762.jpg,1,A child skateboarding on a oval of some sort.
25999.jpg,1,A dead stuffed giraffe on display in a museum
25516.jpg,17,A cat sits underneath a red umbrella on the floor.
22713.jpg,1,A hand holding a half eaten red apple.
16548.jpg,18,A small gray and brown dog sitting inside of an oven.
23319.jpg,1,an image of a man on the beach carrying a kite
8011.jpg,1,A SIGN THAT SAYS NO BIKES ARE TO RIDE
18633.jpg,17,A bathroom with a mirror mounted on a wall.
1553.jpg,17,A large cat sitting on top of a towel near an oven.
27318.jpg,1,A black and white photo of a person sitting looking out the window.
13173.jpg,1,A man is laying on the couch playing with his cell phone.
8365.jpg,1 4,A woman standing on the side of a roan near a motorcycle.
20650.jpg,1,A couple stands in front of a stairwell while posing for a picture.
12807.jpg,1,A large group of people at a event in stadium.
20177.jpg,1,A woman plays tennis on a clay court.
13215.jpg,10 3,A car behind another car at night time.
28177.jpg,5,A fighter jet has been suspended above tanks in a museum.
11929.jpg,1,A young boy is looking in a messy fridge.
29363.jpg,1 19,Horse-drawn carriage moves along street carrying two passengers
19413.jpg,1,A photo of Barak Obama is in a silver frame.
10409.jpg,1,A number of fruits and vegetables on display outside a store
17298.jpg,9,A nice looking marina with a bunch of boats docked.
16276.jpg,1,A bacon and egg sandwich and french fries are on a plate.
16205.jpg,17,The face of a cat that is sitting in a sink.
18860.jpg,1,A baseball player looking at a white baseball.
3916.jpg,1,A woman in a white bikini standing next to a flying frisbee.
3494.jpg,8 5,A large and small airplane sitting in a field.
26774.jpg,9 1,A boat sits on the sand next to a building.
1901.jpg,1 15,A woman in black jacket standing with skis next to a blue and white train.
17321.jpg,1,A man holds a camera up to take a picture.
19933.jpg,1 10 6,Double decker buses are parked along the curb.
12566.jpg,1,Guy on skiis being dragged by off camera boat.
8744.jpg,1,Baseball game where pitcher has just pitched the ball.
21259.jpg,7,An open door leading in to some sort of rickety old structure painted red.
1336.jpg,1 7,"A tram is seen from the front with a sign that reads ""Los Angeles""."
15137.jpg,7,a white and blue bullet train on its track
22673.jpg,1,The man is surfing the waves of a man made river.
18608.jpg,1,A man is dressed in an old fashion looking green coat.
28157.jpg,1 5,A stitched photo of a large fighter jet airplane.
23459.jpg,1 7,Train cars passing under a bridge at a train station.
1470.jpg,1,People sitting on lawn chairs under multi-colored umbrellas
20863.jpg,1,A guy riding a surfboard on the water.
12737.jpg,3,Adult sheep lying in dirt in enclosed area.
5465.jpg,16,A bird sits on a warning side by the water
2903.jpg,1,A man holding a baseball bat in his hands.
14481.jpg,5,A small blue airplane is flying through the sky.
14100.jpg,1,A pair of women standing intently with tennis racquets on a court.
3594.jpg,1,A man sitting at a table in front of a plate of food.
1642.jpg,10 2 13,A walkway going over a street with a traffic light.
27738.jpg,1 4,A police officer that is riding a motorcycle.
4901.jpg,18,A dog stands on the beach next to a bag.
23676.jpg,1 5,A old black and white photo of a small air plane
27191.jpg,18,A brown dog sitting next to a red seat outdoors.
5854.jpg,13,two red and white signs some bushes and trees
9091.jpg,1,A young boy riding a skateboard near a set of steps.
4546.jpg,7,Small wooden blue train with wooden tracks at park.
24747.jpg,1,a woman walking up a stair case in a short purple dress.
16357.jpg,8,A red dump truck on an asphalt street.
27960.jpg,1,Girl brushing teeth in front of sink next to bathtub
4220.jpg,1 15,A group of young men playing a game of baseball.
5036.jpg,1,Several children in the living room at a family get togheter
6174.jpg,1,One way to spend an evening is playing video games with friends.
6731.jpg,18,A small black and white dog sitting on a yellow davenport.
15651.jpg,1,a man is reaching toward a yellow flying disk
6461.jpg,5,A United Airlines jet flying in the blue sky.
2133.jpg,1,A man riding skis down a snow covered sky slope.
5955.jpg,1,a person with a surf board on a beach
9622.jpg,1,A man riding a surfboard coming off a wave
7749.jpg,9 1,A small ship on calm water surrounded by mountains.
27726.jpg,1,Young man balancing on an outside stair railing.
22101.jpg,1,an image of a toddler standing by the bed
8479.jpg,1 9,A man sitting on his boat talking on a phone.
13723.jpg,1 19,a male in a red jacket on a black horse with a flag
1215.jpg,17,A cat licking itself while sitting on a closed toilet seat
17468.jpg,17,"Two cats, one on a skateboard relaxing in front of a couch."
8871.jpg,1,Three people sitting around a table eating and drinking.
9808.jpg,1,A man and two others skiing across a snow covered field.
8030.jpg,1,A man standing on a tennis court holding a tennis racquet.
29939.jpg,1,Two people holding skis standing at the base of a large snow pile.
20481.jpg,1,A snow boarder sits on top of a snowy mountain.
25821.jpg,13 14,A close up of a parking meter with the street in the background.
15074.jpg,1,A flat screen TV sitting in a living room next to a table.
21977.jpg,1 18,A empty living room with the TV on and candles lit
25688.jpg,2 3,A green car is parked with luggage on top of it and behind.
1715.jpg,1,A man riding a snowboard down a snow covered slope.
2485.jpg,1,A woman checking her food in the oven.
17412.jpg,1,a man that is holding a large sandwich
11069.jpg,1,A skateboarder is bent over with arms behind his back.
4520.jpg,18,A large brown dog with a white deflated ball in it's mouth.
14813.jpg,3 4 6,A white bus is next to a couple of motorcycles on the road.
26092.jpg,1,A chandelier sitting above a spiral stair case.
26640.jpg,1 7,A yellow train engine with various grey train cars behind it.
9636.jpg,1,guy wearing gray shirt and black shorts playing tennis
8338.jpg,1,A man standing next to a woman in a  boy scout uniform.
29412.jpg,1 3 4,an image of a bull that is standing next to a sign
22093.jpg,1,A woman wearing ski equipment is walking in the snow.
19174.jpg,2,A vintage bike with backward handlebars is rested against a pole in a snowy area.
10129.jpg,18 10,"A dog in a harness lying in the grass in a park,"
10125.jpg,1 15,A large group of people in a hotel lobby working on their laptops.
7610.jpg,1,A couple of women standing next to each other.
27116.jpg,1 10,A group of people walking in the street holding umbrellas.
19650.jpg,1,A picture from the front of a old church building.
19441.jpg,8 1,A group of men standing next to a truck unloading it.
18017.jpg,1,A group of men are playing a game in a living room.
4170.jpg,1,A slice of pizza sitting on top of a paper plate.
21410.jpg,9 1,A man in a boat on the water surrounded by lots of trees.
2851.jpg,1 15,A man standing next to a young boy on a field.
1889.jpg,3 6,A city street filled with traffic at night.
14810.jpg,5,Large kites flying in the air next to a tall brick building.
19797.jpg,1,A man flying through the air while riding skis.
21019.jpg,19,Some horses on a farm next to the barn.
26209.jpg,1,The surfer is carrying his surf board into the water.
22862.jpg,5,a large plane is flying in the sky
22845.jpg,1,A man does a skateboard trick in a public area.
6152.jpg,1,A couple of girl playfully standing next to a life sized toothbrush model.
3441.jpg,1,an image of a professional baseball game being played
25197.jpg,1,A young man is about to strike a tennis ball.
26468.jpg,1 3 4 6 8,A scale model replica of double deck buses and a parking lot.
17542.jpg,1 3 6,a bus on a wet street at night and some buildings and lights
8529.jpg,1,A person riding on a surfboard with skyline in background.
27484.jpg,1,A youth being photographed by two men while he is performing a skateboard stunt
2918.jpg,1,A girl with a sun visor on running in the sand near a kite.
4344.jpg,1,A man standing on top of a beach near a surfboard.
27660.jpg,1 13 14,"A man walking down the street, during the day."
20652.jpg,17,A cat wearing a bow tie looking up
936.jpg,1 18,A person sitting on a beach with some animals.
24287.jpg,18,two big dogs play in the baby outdoor swimming pool
27547.jpg,1,A woman on skis on a slope holding her ski poles in the air.
